restaurant_id,restaurant_name,restaurant_city,bill_no,sold_at,payment_method,bill_total,item_code,item_name,item_category,quantity,unit_price,line_total
1,La Tortilla de Oro,Madrid,BILL-4D69CCCA1D1F,2026-05-04T13:43:30+00:00,card,60.0,TORTILLA_ONION,Tortilla con Cebolla,tortilla,2,8.5,17.0
1,La Tortilla de Oro,Madrid,BILL-4D69CCCA1D1F,2026-05-04T13:43:30+00:00,card,60.0,SOFT_DRINK,Refresco,drinks,3,2.2,6.6
1,La Tortilla de Oro,Madrid,BILL-4D69CCCA1D1F,2026-05-04T13:43:30+00:00,card,60.0,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,3,8.5,25.5
1,La Tortilla de Oro,Madrid,BILL-4D69CCCA1D1F,2026-05-04T13:43:30+00:00,card,60.0,WATER,Agua Mineral,drinks,2,1.2,2.4
1,La Tortilla de Oro,Madrid,BILL-4D69CCCA1D1F,2026-05-04T13:43:30+00:00,card,60.0,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,1,8.5,8.5
1,La Tortilla de Oro,Madrid,BILL-94011CD95EB5,2026-05-04T18:21:12+00:00,card,42.5,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
1,La Tortilla de Oro,Madrid,BILL-94011CD95EB5,2026-05-04T18:21:12+00:00,card,42.5,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,3,8.5,25.5
1,La Tortilla de Oro,Madrid,BILL-1C3A4F0B6795,2026-05-04T16:24:30+00:00,contactless,52.2,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
1,La Tortilla de Oro,Madrid,BILL-1C3A4F0B6795,2026-05-04T16:24:30+00:00,contactless,52.2,JUICE_OJ,Zumo de Naranja Natural,drinks,3,2.5,7.5
1,La Tortilla de Oro,Madrid,BILL-1C3A4F0B6795,2026-05-04T16:24:30+00:00,contactless,52.2,SOFT_DRINK,Refresco,drinks,1,2.2,2.2
1,La Tortilla de Oro,Madrid,BILL-1C3A4F0B6795,2026-05-04T16:24:30+00:00,contactless,52.2,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,3,8.5,25.5
1,La Tortilla de Oro,Madrid,BILL-7410D5797904,2026-05-04T17:09:18+00:00,card,29.1,TORTILLA_ONION,Tortilla con Cebolla,tortilla,3,8.5,25.5
1,La Tortilla de Oro,Madrid,BILL-7410D5797904,2026-05-04T17:09:18+00:00,card,29.1,WATER,Agua Mineral,drinks,3,1.2,3.6
1,La Tortilla de Oro,Madrid,BILL-FAD8667C52DA,2026-05-04T09:35:46+00:00,contactless,8.5,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,1,8.5,8.5
1,La Tortilla de Oro,Madrid,BILL-B6ACF68D54CE,2026-05-04T14:38:50+00:00,cash,48.6,TORTILLA_VEGAN,Tortilla Vegana,tortilla,2,9.0,18.0
1,La Tortilla de Oro,Madrid,BILL-B6ACF68D54CE,2026-05-04T14:38:50+00:00,cash,48.6,ALIOLI,Alioli Casero,sides,1,1.5,1.5
1,La Tortilla de Oro,Madrid,BILL-B6ACF68D54CE,2026-05-04T14:38:50+00:00,cash,48.6,TORTILLA_ONION,Tortilla con Cebolla,tortilla,3,8.5,25.5
1,La Tortilla de Oro,Madrid,BILL-B6ACF68D54CE,2026-05-04T14:38:50+00:00,cash,48.6,COFFEE,Café con Leche,drinks,2,1.8,3.6
1,La Tortilla de Oro,Madrid,BILL-269D524D53AC,2026-05-04T20:32:11+00:00,contactless,68.0,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,3,8.5,25.5
1,La Tortilla de Oro,Madrid,BILL-269D524D53AC,2026-05-04T20:32:11+00:00,contactless,68.0,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
1,La Tortilla de Oro,Madrid,BILL-269D524D53AC,2026-05-04T20:32:11+00:00,contactless,68.0,TORTILLA_ONION,Tortilla con Cebolla,tortilla,3,8.5,25.5
1,La Tortilla de Oro,Madrid,BILL-0DC513B720D5,2026-05-04T20:39:20+00:00,card,25.5,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,3,8.5,25.5
1,La Tortilla de Oro,Madrid,BILL-14ABE50B7A46,2026-05-04T11:50:58+00:00,contactless,77.6,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,3,8.5,25.5
1,La Tortilla de Oro,Madrid,BILL-14ABE50B7A46,2026-05-04T11:50:58+00:00,contactless,77.6,SOFT_DRINK,Refresco,drinks,3,2.2,6.6
1,La Tortilla de Oro,Madrid,BILL-14ABE50B7A46,2026-05-04T11:50:58+00:00,contactless,77.6,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,3,8.5,25.5
1,La Tortilla de Oro,Madrid,BILL-14ABE50B7A46,2026-05-04T11:50:58+00:00,contactless,77.6,ALIOLI,Alioli Casero,sides,2,1.5,3.0
1,La Tortilla de Oro,Madrid,BILL-14ABE50B7A46,2026-05-04T11:50:58+00:00,contactless,77.6,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
1,La Tortilla de Oro,Madrid,BILL-7DF6C790B5B0,2026-05-04T13:39:19+00:00,cash,65.5,TORTILLA_ONION,Tortilla con Cebolla,tortilla,2,8.5,17.0
1,La Tortilla de Oro,Madrid,BILL-7DF6C790B5B0,2026-05-04T13:39:19+00:00,cash,65.5,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
1,La Tortilla de Oro,Madrid,BILL-7DF6C790B5B0,2026-05-04T13:39:19+00:00,cash,65.5,TORTILLA_JAMON,Tortilla con Jamón,tortilla,3,10.5,31.5
1,La Tortilla de Oro,Madrid,BILL-174DFC883EA5,2026-05-04T12:41:53+00:00,contactless,58.2,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,2,8.5,17.0
1,La Tortilla de Oro,Madrid,BILL-174DFC883EA5,2026-05-04T12:41:53+00:00,contactless,58.2,TORTILLA_JAMON,Tortilla con Jamón,tortilla,2,10.5,21.0
1,La Tortilla de Oro,Madrid,BILL-174DFC883EA5,2026-05-04T12:41:53+00:00,contactless,58.2,TORTILLA_ONION,Tortilla con Cebolla,tortilla,2,8.5,17.0
1,La Tortilla de Oro,Madrid,BILL-174DFC883EA5,2026-05-04T12:41:53+00:00,contactless,58.2,WINE_GLASS,Vino de la Casa,drinks,1,3.2,3.2
1,La Tortilla de Oro,Madrid,BILL-CB4472F853D5,2026-05-04T14:06:44+00:00,card,25.6,TORTILLA_ONION,Tortilla con Cebolla,tortilla,1,8.5,8.5
