restaurant_id,restaurant_name,restaurant_city,bill_no,sold_at,payment_method,bill_total,item_code,item_name,item_category,quantity,unit_price,line_total
4,Casa Tortilla Sevilla,Sevilla,BILL-5EBEB4E52E0C,2026-05-02T11:03:02+00:00,card,36.1,TORTILLA_JAMON,Tortilla con Jamón,tortilla,2,10.5,21.0
4,Casa Tortilla Sevilla,Sevilla,BILL-5EBEB4E52E0C,2026-05-02T11:03:02+00:00,card,36.1,SOFT_DRINK,Refresco,drinks,3,2.2,6.6
4,Casa Tortilla Sevilla,Sevilla,BILL-5EBEB4E52E0C,2026-05-02T11:03:02+00:00,card,36.1,TORTILLA_ONION,Tortilla con Cebolla,tortilla,1,8.5,8.5
4,Casa Tortilla Sevilla,Sevilla,BILL-5515C3E2725D,2026-05-02T21:06:40+00:00,card,42.5,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
4,Casa Tortilla Sevilla,Sevilla,BILL-5515C3E2725D,2026-05-02T21:06:40+00:00,card,42.5,TORTILLA_ONION,Tortilla con Cebolla,tortilla,3,8.5,25.5
4,Casa Tortilla Sevilla,Sevilla,BILL-70A28C2FFE76,2026-05-02T14:49:23+00:00,contactless,23.6,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
4,Casa Tortilla Sevilla,Sevilla,BILL-70A28C2FFE76,2026-05-02T14:49:23+00:00,contactless,23.6,SOFT_DRINK,Refresco,drinks,3,2.2,6.6
4,Casa Tortilla Sevilla,Sevilla,BILL-768A0BDBF10D,2026-05-02T09:23:26+00:00,contactless,29.1,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,3,8.5,25.5
4,Casa Tortilla Sevilla,Sevilla,BILL-768A0BDBF10D,2026-05-02T09:23:26+00:00,contactless,29.1,COFFEE,Café con Leche,drinks,2,1.8,3.6
4,Casa Tortilla Sevilla,Sevilla,BILL-4BA5178F8252,2026-05-02T12:53:34+00:00,contactless,25.5,TORTILLA_ONION,Tortilla con Cebolla,tortilla,3,8.5,25.5
4,Casa Tortilla Sevilla,Sevilla,BILL-14E059585E55,2026-05-02T21:13:23+00:00,cash,44.0,TORTILLA_ONION,Tortilla con Cebolla,tortilla,1,8.5,8.5
4,Casa Tortilla Sevilla,Sevilla,BILL-14E059585E55,2026-05-02T21:13:23+00:00,cash,44.0,ALIOLI,Alioli Casero,sides,1,1.5,1.5
4,Casa Tortilla Sevilla,Sevilla,BILL-14E059585E55,2026-05-02T21:13:23+00:00,cash,44.0,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
4,Casa Tortilla Sevilla,Sevilla,BILL-14E059585E55,2026-05-02T21:13:23+00:00,cash,44.0,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,1,8.5,8.5
4,Casa Tortilla Sevilla,Sevilla,BILL-14E059585E55,2026-05-02T21:13:23+00:00,cash,44.0,TORTILLA_ONION,Tortilla con Cebolla,tortilla,1,8.5,8.5
4,Casa Tortilla Sevilla,Sevilla,BILL-BE790C736E7B,2026-05-02T11:26:06+00:00,contactless,34.0,TORTILLA_ONION,Tortilla con Cebolla,tortilla,3,8.5,25.5
4,Casa Tortilla Sevilla,Sevilla,BILL-BE790C736E7B,2026-05-02T11:26:06+00:00,contactless,34.0,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,1,8.5,8.5
4,Casa Tortilla Sevilla,Sevilla,BILL-E05A5EA8002C,2026-05-02T10:38:39+00:00,contactless,18.8,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,2,8.5,17.0
4,Casa Tortilla Sevilla,Sevilla,BILL-E05A5EA8002C,2026-05-02T10:38:39+00:00,contactless,18.8,COFFEE,Café con Leche,drinks,1,1.8,1.8
4,Casa Tortilla Sevilla,Sevilla,BILL-55919C385144,2026-05-02T23:35:52+00:00,card,33.9,TORTILLA_VEGAN,Tortilla Vegana,tortilla,2,9.0,18.0
4,Casa Tortilla Sevilla,Sevilla,BILL-55919C385144,2026-05-02T23:35:52+00:00,card,33.9,BREAD,Pan Tostado,sides,3,2.0,6.0
4,Casa Tortilla Sevilla,Sevilla,BILL-55919C385144,2026-05-02T23:35:52+00:00,card,33.9,ALIOLI,Alioli Casero,sides,3,1.5,4.5
4,Casa Tortilla Sevilla,Sevilla,BILL-55919C385144,2026-05-02T23:35:52+00:00,card,33.9,COFFEE,Café con Leche,drinks,3,1.8,5.4
4,Casa Tortilla Sevilla,Sevilla,BILL-095E423F2746,2026-05-02T18:15:00+00:00,card,34.9,TORTILLA_ONION,Tortilla con Cebolla,tortilla,3,8.5,25.5
4,Casa Tortilla Sevilla,Sevilla,BILL-095E423F2746,2026-05-02T18:15:00+00:00,card,34.9,JUICE_OJ,Zumo de Naranja Natural,drinks,2,2.5,5.0
4,Casa Tortilla Sevilla,Sevilla,BILL-095E423F2746,2026-05-02T18:15:00+00:00,card,34.9,SOFT_DRINK,Refresco,drinks,2,2.2,4.4
4,Casa Tortilla Sevilla,Sevilla,BILL-D354A7C9DD06,2026-05-02T13:40:25+00:00,cash,9.0,TORTILLA_VEGAN,Tortilla Vegana,tortilla,1,9.0,9.0
4,Casa Tortilla Sevilla,Sevilla,BILL-0AAA13E3CA78,2026-05-02T21:40:48+00:00,cash,13.9,TORTILLA_ONION,Tortilla con Cebolla,tortilla,1,8.5,8.5
4,Casa Tortilla Sevilla,Sevilla,BILL-0AAA13E3CA78,2026-05-02T21:40:48+00:00,cash,13.9,WATER,Agua Mineral,drinks,3,1.2,3.6
