restaurant_id,restaurant_name,restaurant_city,bill_no,sold_at,payment_method,bill_total,item_code,item_name,item_category,quantity,unit_price,line_total
6,Tortillería del Sur,Málaga,BILL-B1C57AE74257,2026-05-02T12:02:11+00:00,contactless,62.4,TORTILLA_JAMON,Tortilla con Jamón,tortilla,1,10.5,10.5
6,Tortillería del Sur,Málaga,BILL-B1C57AE74257,2026-05-02T12:02:11+00:00,contactless,62.4,TORTILLA_JAMON,Tortilla con Jamón,tortilla,2,10.5,21.0
6,Tortillería del Sur,Málaga,BILL-B1C57AE74257,2026-05-02T12:02:11+00:00,contactless,62.4,TORTILLA_VEGAN,Tortilla Vegana,tortilla,1,9.0,9.0
6,Tortillería del Sur,Málaga,BILL-B1C57AE74257,2026-05-02T12:02:11+00:00,contactless,62.4,SALAD_GREEN,Ensalada Verde,sides,3,4.5,13.5
6,Tortillería del Sur,Málaga,BILL-B1C57AE74257,2026-05-02T12:02:11+00:00,contactless,62.4,BEER,Cerveza Caña,drinks,3,2.8,8.4
6,Tortillería del Sur,Málaga,BILL-446E16D3F346,2026-05-02T12:25:01+00:00,card,32.7,TORTILLA_VEGAN,Tortilla Vegana,tortilla,1,9.0,9.0
6,Tortillería del Sur,Málaga,BILL-446E16D3F346,2026-05-02T12:25:01+00:00,card,32.7,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
6,Tortillería del Sur,Málaga,BILL-446E16D3F346,2026-05-02T12:25:01+00:00,card,32.7,SALAD_GREEN,Ensalada Verde,sides,1,4.5,4.5
6,Tortillería del Sur,Málaga,BILL-446E16D3F346,2026-05-02T12:25:01+00:00,card,32.7,SOFT_DRINK,Refresco,drinks,1,2.2,2.2
6,Tortillería del Sur,Málaga,BILL-851CB51AFF49,2026-05-02T11:58:42+00:00,contactless,63.2,TORTILLA_VEGAN,Tortilla Vegana,tortilla,3,9.0,27.0
6,Tortillería del Sur,Málaga,BILL-851CB51AFF49,2026-05-02T11:58:42+00:00,contactless,63.2,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,3,8.5,25.5
6,Tortillería del Sur,Málaga,BILL-851CB51AFF49,2026-05-02T11:58:42+00:00,contactless,63.2,SOFT_DRINK,Refresco,drinks,1,2.2,2.2
6,Tortillería del Sur,Málaga,BILL-851CB51AFF49,2026-05-02T11:58:42+00:00,contactless,63.2,TORTILLA_ONION,Tortilla con Cebolla,tortilla,1,8.5,8.5
6,Tortillería del Sur,Málaga,BILL-D39FC072CC40,2026-05-02T22:34:04+00:00,contactless,23.6,TORTILLA_ONION,Tortilla con Cebolla,tortilla,1,8.5,8.5
6,Tortillería del Sur,Málaga,BILL-D39FC072CC40,2026-05-02T22:34:04+00:00,contactless,23.6,COFFEE,Café con Leche,drinks,2,1.8,3.6
6,Tortillería del Sur,Málaga,BILL-D39FC072CC40,2026-05-02T22:34:04+00:00,contactless,23.6,JUICE_OJ,Zumo de Naranja Natural,drinks,1,2.5,2.5
6,Tortillería del Sur,Málaga,BILL-D39FC072CC40,2026-05-02T22:34:04+00:00,contactless,23.6,SALAD_GREEN,Ensalada Verde,sides,2,4.5,9.0
6,Tortillería del Sur,Málaga,BILL-480E54C4E6A1,2026-05-02T15:18:07+00:00,cash,48.8,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,1,8.5,8.5
6,Tortillería del Sur,Málaga,BILL-480E54C4E6A1,2026-05-02T15:18:07+00:00,cash,48.8,BEER,Cerveza Caña,drinks,3,2.8,8.4
6,Tortillería del Sur,Málaga,BILL-480E54C4E6A1,2026-05-02T15:18:07+00:00,cash,48.8,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,3,8.5,25.5
6,Tortillería del Sur,Málaga,BILL-480E54C4E6A1,2026-05-02T15:18:07+00:00,cash,48.8,WINE_GLASS,Vino de la Casa,drinks,2,3.2,6.4
6,Tortillería del Sur,Málaga,BILL-21CB8C008AC7,2026-05-02T13:25:52+00:00,cash,8.5,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,1,8.5,8.5
