restaurant_id,restaurant_name,restaurant_city,bill_no,sold_at,payment_method,bill_total,item_code,item_name,item_category,quantity,unit_price,line_total
6,Tortillería del Sur,Málaga,BILL-4C8DBBC0E494,2026-05-01T20:56:50+00:00,contactless,46.9,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,1,8.5,8.5
6,Tortillería del Sur,Málaga,BILL-4C8DBBC0E494,2026-05-01T20:56:50+00:00,contactless,46.9,BEER,Cerveza Caña,drinks,1,2.8,2.8
6,Tortillería del Sur,Málaga,BILL-4C8DBBC0E494,2026-05-01T20:56:50+00:00,contactless,46.9,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,3,8.5,25.5
6,Tortillería del Sur,Málaga,BILL-4C8DBBC0E494,2026-05-01T20:56:50+00:00,contactless,46.9,ALIOLI,Alioli Casero,sides,3,1.5,4.5
6,Tortillería del Sur,Málaga,BILL-4C8DBBC0E494,2026-05-01T20:56:50+00:00,contactless,46.9,BEER,Cerveza Caña,drinks,2,2.8,5.6
6,Tortillería del Sur,Málaga,BILL-F7D6ABCDFF64,2026-05-01T22:05:00+00:00,card,42.5,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,3,8.5,25.5
6,Tortillería del Sur,Málaga,BILL-F7D6ABCDFF64,2026-05-01T22:05:00+00:00,card,42.5,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
6,Tortillería del Sur,Málaga,BILL-FA1BFE5325E1,2026-05-01T22:35:56+00:00,cash,10.5,TORTILLA_JAMON,Tortilla con Jamón,tortilla,1,10.5,10.5
6,Tortillería del Sur,Málaga,BILL-1D25DE3578CC,2026-05-01T10:18:31+00:00,card,68.8,TORTILLA_JAMON,Tortilla con Jamón,tortilla,3,10.5,31.5
6,Tortillería del Sur,Málaga,BILL-1D25DE3578CC,2026-05-01T10:18:31+00:00,card,68.8,TORTILLA_VEGAN,Tortilla Vegana,tortilla,3,9.0,27.0
6,Tortillería del Sur,Málaga,BILL-1D25DE3578CC,2026-05-01T10:18:31+00:00,card,68.8,COFFEE,Café con Leche,drinks,1,1.8,1.8
6,Tortillería del Sur,Málaga,BILL-1D25DE3578CC,2026-05-01T10:18:31+00:00,card,68.8,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,1,8.5,8.5
6,Tortillería del Sur,Málaga,BILL-C62696FE07BA,2026-05-01T11:16:26+00:00,card,41.6,TORTILLA_JAMON,Tortilla con Jamón,tortilla,2,10.5,21.0
6,Tortillería del Sur,Málaga,BILL-C62696FE07BA,2026-05-01T11:16:26+00:00,card,41.6,BREAD,Pan Tostado,sides,1,2.0,2.0
6,Tortillería del Sur,Málaga,BILL-C62696FE07BA,2026-05-01T11:16:26+00:00,card,41.6,WINE_GLASS,Vino de la Casa,drinks,3,3.2,9.6
6,Tortillería del Sur,Málaga,BILL-C62696FE07BA,2026-05-01T11:16:26+00:00,card,41.6,TORTILLA_VEGAN,Tortilla Vegana,tortilla,1,9.0,9.0
6,Tortillería del Sur,Málaga,BILL-E28BA530C2AF,2026-05-01T13:34:46+00:00,contactless,29.4,TORTILLA_VEGAN,Tortilla Vegana,tortilla,3,9.0,27.0
6,Tortillería del Sur,Málaga,BILL-E28BA530C2AF,2026-05-01T13:34:46+00:00,contactless,29.4,WATER,Agua Mineral,drinks,2,1.2,2.4
6,Tortillería del Sur,Málaga,BILL-ED55C762EAE5,2026-05-01T19:25:23+00:00,card,49.0,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,3,8.5,25.5
6,Tortillería del Sur,Málaga,BILL-ED55C762EAE5,2026-05-01T19:25:23+00:00,card,49.0,JUICE_OJ,Zumo de Naranja Natural,drinks,2,2.5,5.0
6,Tortillería del Sur,Málaga,BILL-ED55C762EAE5,2026-05-01T19:25:23+00:00,card,49.0,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,2,8.5,17.0
6,Tortillería del Sur,Málaga,BILL-ED55C762EAE5,2026-05-01T19:25:23+00:00,card,49.0,ALIOLI,Alioli Casero,sides,1,1.5,1.5
6,Tortillería del Sur,Málaga,BILL-E9F7D5A0395F,2026-05-01T20:52:26+00:00,card,15.0,TORTILLA_JAMON,Tortilla con Jamón,tortilla,1,10.5,10.5
6,Tortillería del Sur,Málaga,BILL-E9F7D5A0395F,2026-05-01T20:52:26+00:00,card,15.0,SALAD_GREEN,Ensalada Verde,sides,1,4.5,4.5
6,Tortillería del Sur,Málaga,BILL-52FE16165EC8,2026-05-01T18:07:21+00:00,contactless,38.9,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,3,8.5,25.5
6,Tortillería del Sur,Málaga,BILL-52FE16165EC8,2026-05-01T18:07:21+00:00,contactless,38.9,ALIOLI,Alioli Casero,sides,1,1.5,1.5
6,Tortillería del Sur,Málaga,BILL-52FE16165EC8,2026-05-01T18:07:21+00:00,contactless,38.9,SOFT_DRINK,Refresco,drinks,1,2.2,2.2
6,Tortillería del Sur,Málaga,BILL-52FE16165EC8,2026-05-01T18:07:21+00:00,contactless,38.9,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,1,8.5,8.5
6,Tortillería del Sur,Málaga,BILL-52FE16165EC8,2026-05-01T18:07:21+00:00,contactless,38.9,WATER,Agua Mineral,drinks,1,1.2,1.2
6,Tortillería del Sur,Málaga,BILL-9A74E682166B,2026-05-01T11:08:34+00:00,cash,29.9,TORTILLA_NO_ONION,Tortilla sin Cebolla,tortilla,2,8.5,17.0
6,Tortillería del Sur,Málaga,BILL-9A74E682166B,2026-05-01T11:08:34+00:00,cash,29.9,BEER,Cerveza Caña,drinks,3,2.8,8.4
6,Tortillería del Sur,Málaga,BILL-9A74E682166B,2026-05-01T11:08:34+00:00,cash,29.9,SALAD_GREEN,Ensalada Verde,sides,1,4.5,4.5
6,Tortillería del Sur,Málaga,BILL-5E80B00DCDB3,2026-05-01T19:13:55+00:00,cash,17.0,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,2,8.5,17.0
6,Tortillería del Sur,Málaga,BILL-F21A2E8A61A9,2026-05-01T14:21:56+00:00,cash,66.5,TORTILLA_JAMON,Tortilla con Jamón,tortilla,1,10.5,10.5
6,Tortillería del Sur,Málaga,BILL-F21A2E8A61A9,2026-05-01T14:21:56+00:00,cash,66.5,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,1,8.5,8.5
6,Tortillería del Sur,Málaga,BILL-F21A2E8A61A9,2026-05-01T14:21:56+00:00,cash,66.5,TORTILLA_ONION,Tortilla con Cebolla,tortilla,2,8.5,17.0
6,Tortillería del Sur,Málaga,BILL-F21A2E8A61A9,2026-05-01T14:21:56+00:00,cash,66.5,TORTILLA_CLASSIC,Tortilla Española Clásica,tortilla,3,8.5,25.5
6,Tortillería del Sur,Málaga,BILL-F21A2E8A61A9,2026-05-01T14:21:56+00:00,cash,66.5,JUICE_OJ,Zumo de Naranja Natural,drinks,2,2.5,5.0
6,Tortillería del Sur,Málaga,BILL-B5C697FFA98D,2026-05-01T15:31:44+00:00,contactless,8.5,TORTILLA_ONION,Tortilla con Cebolla,tortilla,1,8.5,8.5
